content,sentiment
"""ko adek gua ga pura pura pingsan sih? kan udah gua ajarin""\nkemudian adeknya lewat dibopong sama panitia wkwkwkwk karma instan gezzz\n@seupaiuh",neg
@hafidzahzah bukan. dulu maunya yg besar 2 wkwkkwkw eh lupa. gatau ah ini aja duit gua abis besok gua mau pergi lg😭,neg
gua kira how can i say udah lagu dengan tempo tercepat versi day6 dah. sweet chaos lebih lebih,pos
"kalo gua gabisa terlahir dengan pinter atau banyak duit, kenapa setidaknya gua ga terlahir dengan cantik ya seenggaknya lumayan gitu ada privilejnya wkwkwk:(",pos
nolak loker bener bener sok iye gua,neg
@shapeofpir salsa apa ya gua lupa wkwkwk,neg
"@shapeofpir @seupaiuh sampah bgt mulutnya, nyesel bgt gua cerita",neg
"not to be that bitch but i cant believe there are people out there who cant even tell which is noun, verb, or adjective in words of their own mother tongue but somehow still made it to 12th grade anyway",neg
goblok banget hakam. gua unfriend sama nih orang. ga akan pernah cerita lg gua sama ni orang,neg
@duule fakkkk gua jadi takut wkwkwkwk. auto mundur buat ngajar wkwkwk,neg
"I know how hard it is, I know how victim blaming this advice might sounds. But this is also a reminder to myself. It is us who can pull ourselves together. Don't give up! Be strong!",neg
@yoonbabal Yon di universe ini adalah anak yang mandiri dan menikmati kesendirian yang fana ini,neg
the urge to ngelus ngelus.........bahagia terus ya chahun......pls always keep your kocheng spirit....demi dunia yang lebih baik....,pos
"who tf invented unbk, turn up your location bitch i wanna talk😤",neg
fuck you guys who work in those collage,neg
jujur aku msh nonton HDL episode 5 wkakakakkskahdunekfnskfbdhsk sorry iu this skripsyong is driving me nuts!!! susah bgt mau marathon mikirnya ke bimbingan lagi bimbingan lagi hfutnjdj,pos
"ih w kangen sohib sohib sekolah w. kayak geng ipap, kentut paus, vehars, alim. ko gaada yg hubungij gua sih wkwkwkwk gua kan maunya dihubungin, gengsi gua ngekontak duluan wkwk",neg
"#ericsearchparty idk if eric still open this hastag but i really want tell them to rest well, eat well, sleep well, health issues are too scary",neg
Semoga bisa nonton langsung😭,neg
"@cuitantheboyz insyaallah tapi aku lebih nunggu indonesia sih. lebih seneng ikutan project theb indonesia, seneng liat the boyz notice indonesia",neg
"@ayusandra_ Itu salah satu dosa anak Twitter kagak, #instagramdown ?",neg
Ternyata kemaren bapak gua mesen ikan di abang abang sd.\nPulang pulang bawa ikan patin putih.\nMakin rame dah kolam ku,neg
ada yg bisa benerin akun twitter yg suspend tp lupa password email ga wkwkwk atau apus aja dah sekalian malu bgt gua,neg
"susah emang kalo jadi orang baik di indonesia. selamat menikmati kembali pantai pangandaran, ibu susi😢💔",pos
demi kenapa grup fisbiola sepi bgt. jadi jiper gua,neg
@ROOTINGFORTAE WKWKWK ALIIKK😭😭 aku seneng bgt pdhl hari ini bangun bagun sedih tapi drtd senyum senyum terus astagaa😭 bahagia itu sederhana😭,pos
"failed ih bin maap😭 padahal udah agak ngegas ke masnya ""HAN BIN ya mas HAN BIN"" @ikon_shxxbi https://t.co/9InxRNgB2G",neg
Kamu di mana~ dengan siapa~ semalam berbuat apa~ \n\nDitangkap satpol PP~,neg
"masih masuk akal ya di dokter gigi nangis, masa aku tadi beli keran air sambil nangis didepan masnya 😔",pos
dosen manggil manggil gua dari tempat parkiran kirain ada keajaiban ktm gua ada yg nemuin wkwk,pos
Mo share di group keluarga ga enak sama yang udh keburu ngeshare 😂,pos
jakarta bener2 lagi kospley jadi neraka kayanya. panas bgt ya allahhh,neg
kak @gyuIfairy @woodzpecker akhirnya sampai juga penantian panjang ini huhuhuhu hampir minhee set kkkk tapi kak swoo nyelip ga protes samsek si♡♡♡ https://t.co/gCVa71rzl9,neg
mentri pendidikan knp gak kak belva aja ya,neg
@putsulistyo Sini liat ikan kerumah gua wkwk,neg
oohh yaampun pantesan gue liat dan oh itu kek familiar bgt mukanya bener2 ngga asing taunya emg mirip sama mbak2 teller di b*a😂,neg
jelek bgt nangisan aku tu capek,neg
"#ericsearchparty eric if you saw this, i want to say to all of the boyz member, please stay strong, the news is hurt for us but the members are the one who lost the most. Stay strong and keep with us! 💛💛💛",neg
SDM Unggul. Indonesia Maju.,pos
"Kemarin saya beli paket unlimited 4G seharian 9ribu, belum 24 jam udah berakhir dong :( @smartfrencare",neg
tbh im so sick of those self harming tweets and i'll never have any doubt to block any of u who would do that cs it triggers me bitch,neg
Mood lg jelek kayak muka,neg
ini indihom harga promokah? kok murah,pos
@sbyfess aku jg 1stmed 270 sering trouble kampret emg tapi ya paling murah emang 1stmed kayanya,pos
protes mulu janco,neg
gila saking fokusnya galau sama streaming baru sadar dari manggarai sampe bogor berdiri. loh udah sampe,neg
@bankmandiri hello saldo saya terpotong 40rb ini krn isi flazz via nfc tp di kartu flazz nya gamasuk...akhirnya top up manual di penjaga...trus nasib 40rb saya gmn ya?????????,pos
"@tzuyoo_ makanya, kmrn udah nahan tuh kak yg komen masalah tzu pake maleficent, eh skrg dikatain mbak2 indomaret, yang bener ajalah..",neg
@cindrawatiii Lu susah ditemuin parah!,neg
"pontianak hujan terus, yg hrs nya aku produktif menjelang hari-H malah asik selimutan mulu ☹️",pos
gua abis baca chat jingle friends lucu bat anjingg gua tertawa tawa sendiri HAHAHAHAHHAHAHAHAHHAHAHAHAHAH @Vbagie @lesvotre @saltisg00d @feleenov,pos
tas gua selalu bau bangke dah anjir,neg
deg-degan banget akooo binnnn gak taoo kenapaaa. kamu yang ultah aku yang deg-degan. aneh bet bin @ikon_shxxbi,neg
@ryuchaeng MON MAAP JELEK BANGET,neg
@ryuchaeng JELEK GINI KENAPASIH:((,neg
@krungy21 Where are you? Kok gelap gelapan awas ada kecoak xixixi💕,neg
"ada yang mau sharing ticket ini gaaa? harus ber5 niii, tinggal 2 kalo mau misah disananya ya gpp....",neg
"@yohvitsar Agree, Luhut and Prabowo are both the smartest on security issues, especially when they were both in the US. I read the article somewhere",neg
"tamparan keras buat pendukung jokowi yg dr dl membangun wacana prabowo pelaku pelanggaran HAM tak pantas dipilih, lalu yg kau pilihpun mengundang pelanggar HAM itu ke istana. Yg kau anggap buruk dianggap baik oleh pilihanmu yg kau anggap baik",neg
gw ada di posisi skrg aja udh sedih bgt marah apalg kayak gini yaallah,neg
selamat anda juara 1\nhadiah bisa diambil\ndi rumah saya\nsekalian bawa orang tua ya\nbuat lamaran https://t.co/qO8ebsRpLO,pos
"dimana. dan gimana. gua. bisa. punya. besties. seganteng. dan. sebobrok. mereka. (gatau sih hyunjin bobrok apa ga, tp 3 sisanya WKWK)\n\n(iya bukan pacar, soalnya sadar diri. lagipula keknya asikan punya sahabat yg ganteng drpd pny pacar ganteng 😂😂) https://t.co/tJjlRnIyR8",neg
"iya w lg sedi soalnya yg gua anggep ""sahabat sehidup semati"" pada ninggalin w semua soalnya pny temen ama pacar baru :)\n\nntahlah, mungkin gua jg yg kurang seru jd ya.......",neg
"segini gua udah nanya satpamnya di depan dia loh wkwkwk masih ga dipercaya juga ampe dia nanya lagi. mi mi, lain kali kalo ngomong emg kudu pake sitasi dah",pos
"@shapeofpir iya susah semua, yg nomor 1 juga gamau kalo disuruh belajar yg nomor 14. apalagi yg nomor 14, gamau yg nomor 1 wkwkwk",neg
@jeonbaragi kata dia gpp demi melihat unyong bahagia dia rela,pos
gakuat bgt gila humor gua......😭😭😭😭😭 https://t.co/l0fz9tzmnc,neg
@jeonbaragi kita yg lihat unyong gemes lewat layar kaca ja pusing palagi oknum jeon ya,neg
@yoonbabal Kayak mba idem wkwk kemarin pas sempat masalah album itu dia buru2 ngelarin soalnya ngga mau namanya jelek dan tutup akun karena dia masih mau ngikutin hangyul,neg
"@sbyfess jco sing jcocinno uwenak nemen, nggawio promo grab cek murah",pos
"@Azarista @fmillia_ Gua juga heran ca, kalo ga mati ya bandel nih ikan wkwk",neg
@yohvitsar SETUJU. STASIUN MANGGARAI LINE EMANG CHAOS BGT!!!!!! Yang lumayan bener cuma rangkas bitung line,pos
jancuk,neg
@hafidzahzah jadi lebih baik gua,pos
@TheEnthusiast02 @cutecuIture im not feel offended tbh but im scared some armeries who cant take the joke and dont stan txt would hate it:((,neg
narkobs di lingkungan anak kecil itu nyata wkwk,neg
Oh wow,pos
@dimasauruse wasap aja curang apalagi klo pacaran...,neg
@wsthingy id just leave them on read bc who gives a shit maybe I DO like lagu lagu sampah so what are they gonna do about it,neg
yeah i think im officially back on my obsession towards billie joe armstrong i literally thought i left that phase in 10th grade this isnt good for my health,pos
@ayammmia Gua aja takut liat andi gimana orang laen yg blm pernah ketemu to......wkwkwk,neg
@patlysin kalo gitu aku berkebun pohon filogeni saja agar hidupku bahagia,pos
Sedih dan kesel baca thread korban pelecehan seksual diacara gigs.\nAlhamdulillah kalo dateng gigs bawa bodyguard pribadi🙂 @andiadityaanto,neg
krisis identitas antara gua dan gue,neg
lagi bukain buku catetan random terus gaksengaja kebuka halaman yang isinya list trainee yg menarik hati di audisi kkk yg masuk yoyo jeonghwan yuvin kak usok kak uchan suhwan junseong(apa yunseong ya) tony jaehun minkyu huhuhu gemes semoga kalian bahagia selalu dan rejeki lancar,pos
seungyoun nih tipikal artis yang bakal masuk de pe er soalnya pendukungnya banyak,pos
"ko bisa sih orang buang ingus pake tisu, atau makan permen ninggalin bungkusnya, minum air kemasan botolnya main taro asal, kayak amnesia ninggalin sesuatu? bilangnya jgn buang sampah sembarangan, trs suka bandingin bandingin banjir jepang sm indonesia, tp kelakuannya? -",neg
"@_na_u_73465 iyasi, kt tmnku yg lbh fluent di inggrisnya jg blg susah imbuhan tuh WKWKWK susahhhhhh bgt ngajarin dia imbuhan, ampe naik darah sendiri",neg
tolong kalo ngomong ke gua jangan seakan akan gua orang paling bego ga ngerti apa apa dong😭 aku pinter dikit ya 10% lah,neg
Pantun Bamsoet: \nCuci tangan sampai bersih\nCukup sekian dan terimakasih,pos
Wadududu pemangkasan jabatan PNS jadi cuma ada 2 eselon. Mantap gan,pos
"Kalian belajar bahasa indonesia kan? Belajar kan kalo dalam paragraf kalimat itu harus terkait satu sama lain? Satu kalimat bisa aja artinya beda kalo dimasukin ke suatu paragraf, beda kalo dia berdiro sendiri. Sama aja kayak kak tiffani, maksudnya ngerefer dr balesan sblmnya.",neg
@nakulagung @collegemenfess Sampe ditandain yg hitam putih di print biasa aja :( korban kebanyakan revisi 😭,neg
@FirstMediaCares ini gangguan wifi (no internet) dan tv no signal 26059401 sampe skrg kok blm bener jg ya TOLONG banget diperbaiki segera dong masa udah hari berikutnya belum bener juga sih banyak tugas dll nih,neg
"kalau gue pasang foto whatsapp pake foto profil ini pasti tmn kampus tmn kantor keluarga semua pada ngira ini cowo gue beneran deh saking lokalnya hhaha gempar sejagat raya ""wah tia punya pacar"" wkwk mau ngakak aja😝😂",pos
"@enengAnis Bedanya kamu tambah gede tambah alim. Aku tambah blangsak. walupun aku pinter, berdedikasi, berwibawa, tangguh, dan baik hati. Jaman sekolah gw pernah mau dipulangkan cuy alias d.o 😭 tp beneran gw sekolahnya pinter 😌",pos
bisa ga sih sehari full gue bisa tenang dan bahagia,pos
gua sampe harus ganti dn pp sama uname karena creepy bgt takut kena teror atau apalah itu 😭😭,neg
anjir lah creepy bgt gua jadi takut pasang foto sendiri lagi maap2 aja ya lu gua blok anjir babik,neg
"halo gais, numpang promote ya, lg butuh uang bangetngetngetnget\ngua jual sticker makanan nih, 1nya 4k\ntake all 36k ajaa\ngambar semua gua yg bikin, watercolor on paper.\nstickernya non waterproof yaa https://t.co/5lzogqlzva",pos
Zara gimana bisa boneka nasinya masih seputih ituu??,neg
"aku setiap cuaca panas : YaAllah gamau masuk neraka, sby wes puanas yaopo nak neraka YaAllah",neg
"@FirstMediaCares hallo ini ada gangguan wifi (no internet) dan tv no signal. tolong di proses ya, nomor pelanggan 26059401",neg
senyum nana tuh apa ya... bikin org bahagia liatnya. nular.,pos
"@nctconfess percayalah, realistis aja, mana mungkin mrk gaada personal account wkwk. even kek xuxi ten yg baru buka ig, gua percaya mrk pny 'personal' account sendiri",pos
"@kemendagri permisi, selamat siang. Saya mau bertanya kapan kira-kira blanko untuk  ktp Jakarta, Ciracas tersedia ? Sudah 4 bulan ktp saya blm jadi &amp; sy butuh segera untuk keperluan kuliah dan kerja :"") Terimakasih 🙏🏼",pos
"Saya aja....belajar buat UN tuh sistem kebut semalam. SBM belajar 1 bulan sebelum tes. Tes keterampilan latihannya h-1 tes\n\nEnjoy. Jangan dibikin pusing. Ambis boleh, tapi jangan terlalu diforsir bray. Yang ada lu mual sendiri liat rangkuman materi saking ambisnya",neg
susah emg kalo hidup nurutin gengsi.,neg
"@nesty_lestarie Gabisa be, hasrat gua buat jajan lebih besar drpd buat diet",pos
ngaco bgt lo yonhan sih asli huhuhuhu jadinya aga rated bahasan underwear HSJWNWJWKWK,pos
"""aPa CumA akU yG SkinCarEnYA sAbuN muKA doAng,,,""\n""aPaLaH aKu yG cuMA pAkE beDAk bAyi,,,""\nGimana ya. Nyokap gue ngajarin buat ngerawat diri si kalo udah gede. Dandan dan perawatan semaksimal mungkin bukannya salah satu cara ngehargain diri sendiri, ya?",neg
Gatau de aku demam gegara jalan kaki ditengah sby apa gegara UWUyon,neg
surabaya auto dingin https://t.co/rkGGpk2pSS,neg
"@XiaomiIndonesia @atytse Karena aku suka foto2, fitur yang kutunggu2 itu kameranya dengan 64MP. Lalu NFC, mirip Bluetooth tp tdk menguras terlalu banyak baterai, dan kl ga bawa dompet bisa pake ini! Terus karena desain &amp; warna yang bagus bgt! Pengen upgrade Redmi 3S ku yg dipake ini ke Redmi Note 8 Pro😭",neg
"@bangdeardo Gua kira aku doang, ternyata banyak kmbaran anjiiiiirrrrrr 😂😂",pos
"I still remember when I lost my dad temen temen gue nanyain kok lo ga kasih tau kabar, kok lo ga bales chat gue like how can I put my priorities on my friends while I'm the one who needs to be understood gue butuh waktu juga kali.",neg
Dikasih tugas seseimbang mungkin sama yg lain ngeluh mulu kerjaannyaaaaa parasit,neg
@llamaharuto ih gua juga,neg
"Sumpah santuy aja war nya, gue jg baru dpt kok hasil coba sendiri.... semangattt!! Krn https://t.co/3ZF3kGbWom blm sold out better coba sendiri dl drpd ketipu aplg pasti banyak dr luar kota akutu kasian :( #WINNERCROSSTOURinJKT",pos
"Hati2 penipuan dgn WTS sing sabar ditungguin aja https://t.co/3ZF3kGbWom nya itu blm abis smuaa tiketnya, drpd ketipu ya khaaan~ #WINNERCROSSTOURinJKT",neg
"ga bawa kartu tj, ktm ilang. kayaknya grgr dosa gua numpuk bgt",neg
Nah ini si bibi balik ke rumah gua alesan gaada ongkos lagi.\nDan ternyata dia suka datengin bekas rumah yang dia pernah kerja alesannya sama gapunya ongkos\n\nMana udah dikasih langsung ngelengos pergi. Makin sebel,neg
"""ktm ilang hilmi lagi, hilmi lagi"" ya gua juga gamau ilang anjir wkwkwk emang nih kulot satu banyak bgt korbannya",pos
ada ada aja nambah beban gua dah ktm pake ilang segala wkwkwk,neg
udah jelek. bangsat pula. duh ga bgt,neg
"Kalo lembur produktif gini tu jadi mikir. Coba dari dulu gini terus, ngehargai waktu. Msti skg aku udah jadi jenius 😌",pos
"Selamat malam, knp ya internet rumah saya jelek sekali seminggu terakhir? Saya sdh upgrade ke internet 50mbps tapi kecepatan internet tdk sampai 2mbps? Tolong saya merasa dirugikan ketika kecepatan internet handphone lebih ok. Mohon tanggung jawabnya tks @MyRepublicID",neg
"Plsss takut bgt dia kena mental health issues lg:""""""( https://t.co/IVLzpO5bVT",neg
txts new song probably talk about bullying or someone who feels alone and being an outcast.,neg
@ekaputapriy Muka bekasi tuh kaya gimana yak?-_-,pos
"@hndrstyn Bismillah mau paket B. semoga rezekinya ngalir terus yaa, dilancarkan segala urusan, sehat dan bahagia selalu💜",pos
apa si yang gua bisa coba,neg
@knownasbuto ih buto jan marah yaudah block gua,neg
yang bikin bahagia part 2,pos
"@smartfrencare Ini kenapa akhir² ini jaringan smartfren agak mengecewakan yaa min, terutama di daerah saya. Bener² lemot. Padahal biasanya ngga begitu:(",neg
"obin udah sembuh nih ye, ga batuk ga pilek lagi, awas aja besok masuk sekolah ketularan anak lo lagiiiiiii!!!",neg
"Keren ya anjg. Ya ngerti si keaktifan dikelas dinilai. Tp, woi, ga jd keseluruhan gini. Our works must be speak better than our bullsht",pos
"duit 92k tetep duit, yg ketipu sampe ratusan ribu kan kasian pusing, siapapun bantu RETWEET thread ini https://t.co/zolPUrDo2b",neg
*drop yours too!* \n\nthe first picture                   the most \n i ever saved of                   recent pic i \n       my bias                          saved\n\ntHE GLOW UP✨ https://t.co/XdrUvPttiP,neg
@MyDamnStuffs coba mau liat,neg
Si kecil sama kamu ahahahanjirr,neg
@detroitblast you know hogwarts doesn't have mas endan. my goblet of fire bias is none other than cedric diggory❤😍❤ fuck that noseless guy who murdered him😭,neg
"gmn bisa dia aktif organisasi, suara bagus, ramah, jago desain, edit video, edit foto, ngajar dimana mana, beasiswa, presentasi projeknya di luar negeri, jago masak, temen banyak, suka menolong, rajin nugas, rajin ibadah, sdgkn gue kebalikannya wkwkwk bener bener diborong sm dia",pos
their bias got bashed for dating\nmine never fulfill her dream to be mother\n\nthey miss their bias because of less update\nmine will not longer giving any update again\n\nthey were sad because they can’t go to bias’ concert\ni’ll never get chance to meet mine in real life \n\n#RIPSulli https://t.co/gRfjofOoWw,neg
@womanfeeds tergantung. kalau kamu hijabers sesuaikan sama muka aja. kalo ga hijab tp suka baju tertutup samain sama leher. tapi kalo km sering pake yg terbuka samain sama warna dada kamu,neg
"pekerjaan apa yang anda inginkan di masa depan?\nmau jawab punya kos-kosan atau jadi anggota dpr, ngga enak jawabnya",pos
"pengen ayam geprek bgt, tp dua hari ini bogor-jakarta-tangsel-jakarta alias duit gua abis, kartu tj abis, gopay abis wkwkwkwk belum makannya juga udah hura hura",neg
"@awkarin malu banget, semoga berita2 indo kaya gini ga ketauan sampe luar negri, malu bgt gila udah pada gila yg nulis",neg
@X1STORIES set bias ni https://t.co/9zEWAg8PeL,neg
"ayamnya ayam bumbu kuning yg udah beku pula jadi kalo mau digoreng kudu nunggu berjam-jam dulu biar ga beku lagi, memang dunia jahat.",neg
"133.\nTaehyung menatapnya dingin. Menyingkirkan tangan Jimin lalu berdiri. \n\nTanpa mengatakan apa-apa, dia pergi.",neg
"132.\nJimin berdiri dari duduknya penuh emosi, ia meraih kerah kaos yang Taehyung kenakan sambil menatapnya tak percaya. Air matanya masih menggenang, hampir menetes lagi.\n\n ""Fuck Taehyung!! Pergi lo, gue ga mau ketemu lo lagi!""",neg
@taelaceae awas ngeskip gue,neg
"asu ada yg komen ngatain ga mampu bayar psikolog, awas karma rasain gmn tersiksanya mental illness, depresi",neg
"and this applies to other people too, like... thr world's horrible enough, let's not make someone feel even more shitty by making up negative stigma about them when they are just living their life and minding their business and not harming others",neg
"that one reply that said awas diserang kipopers, this is also not the time.",neg
Au ah bodo amat gue ganti bias aja https://t.co/NTmZe8v7T2,neg
"WAIT SULLI, IS THIS REAL? OMG NO NO NO SHE IS LIKE MY GIRL CRUSH MY BIAS IN F(X)",neg
"sulli eonni, i still adore you, i still save ur pic and whenever ppl ask abt who is your girl bias or who is kpop idol that prettiest, i always including you on the list. and i think i will keep doing it, please rest in peace, thanks for everything https://t.co/SsNpDx5NLy",neg
"dont spread any hoax please i still love her, still my ult girl bias along with tiffany https://t.co/AYKaCeC2D4",neg
all i want is just bts next cb and nct 2019. none of my babies deserves hate bc they all worked so hard.,neg
"""di jepang banjir tp airnya masih bersih. di Indonesia udah kayak tempat pembuangan sampah?"" ya bego, dia sendiri yg buang sampah sembarangan, dia sendiri yg ngatain🤡 https://t.co/ezB0gyscua",neg
"knp pd hard feelings sih fangirling bawa santai aja kali. gaperlu over kaya ngehate/bash dll. kalo lo gasuka tinggal diem aja. tapi gue gasuka kalian pada ribut fanwars, shipwars, solo stan dll lmao. take it slow, this fangirl world is just for your happiness and support in life.",neg
"yohan : ""....... besok mulai hari senin lagi, semangat dan semoga mimpi indah.... makasih udah selalu ada disisiku.....met bobo.....""",pos
rasanya gua mau jadi dpr aja. bodoamat sm bacot orang orang wkwkwk,neg
"@edcfess been there, masa smpku wasnt the best either, i got SO MUCH better sejak sama temen temen sma. semangat!! i hope everything turns out to be okay for u, u can get through this❤",pos
Super duper late untuk membaca karya2 emas beliau tapi better late than never,pos
"@awkarin ati ati mba karin, lagi musimnya penipuan gituu:( agak sedih ternyata masih ada yg bawa bawa cerita sedih  gojek order fiktif open donasi taunya masuk kantong sendiri:') baru nemu di tl mbaa",neg
"ga mau kedengeran terlalu sedih sih but emang dari awal love life w ga pernah bagus wkwkwk it take two hands to clap, but sadly it never worked that way so....I just give up.",neg
meanwhile w selalu encourage temen buat beli venti/large karena harganya ga beda jauh 😬,neg
NGEDESAIN TEKSTUR GINI TUH GIMANA CARANYA ASJJSKSKS. PENGEN BISA😭,neg
@nct_127 @superm SUPER M TEN\nSUPER M @superm #SuperM   #슈퍼신인_슈퍼엠 #SuperM_Jopping,pos
@nct_127 @superm SUPER M LUCAS\nSUPER M @superm #SuperM   #슈퍼신인_슈퍼엠 #SuperM_Jopping,pos
@nct_127 @superm SUPER M TAEYONG\nSUPER M @superm #SuperM   #슈퍼신인_슈퍼엠 #SuperM_Jopping,pos
@nct_127 @superm SUPER M MARK\nSUPER M @superm #SuperM   #슈퍼신인_슈퍼엠 #SuperM_Jopping,pos
@nct_127 @superm SUPER M KAI\nSUPER M @superm #SuperM   #슈퍼신인_슈퍼엠 #SuperM_Jopping,pos
@nct_127 @superm SUPER M BAEKHYUN\nSUPER M @superm #SuperM   #슈퍼신인_슈퍼엠 #SuperM_Jopping,pos
@nct_127 @superm SUPER M TAEMIN\nSUPER M @superm #SuperM   #슈퍼신인_슈퍼엠 #SuperM_Jopping,pos
@Vbagie gua otw ditolak ni bentar lg,neg
ADA YG MAU BELIIN BUAT W GA? GUA MASI MISKIN INI TP LUCUUUUUU BGT OMG,neg
"@yoursoul__ iya sih susah juga soalnya ini tuh masalah prinsip ya, dan aku setuju sih kl org yg ga support itu ngomongnya udah ga enak ya itu pst bikin ruwet sih wkwkwk argh aku pusing wkwkwkkw",neg
@yoursoul__ wkwkwk siap mon!!!! sama kok aku juga kesel kl udah main salah2an padahal ya ga ada yg salah hehehe bener yg penting mereka hepii :3,pos
"@yoursoul__ iya rendah bgt sih tp itu kl melihat melon emg yg charting tinggi tuh macem lagu akmu, bol4 sm ost drama yg notabene susah bgt ditembus sm idol...",neg
"Permisi mas fathur, yang namanya HAM itu semua manusia punya dan kesempatan tiap manusianya itu sama. Preferensi seksual mana ngaruh 🤡",pos
"Udah deg2an nungguin preview hayi di bandara ga muncul2, takutnya dia gajadi dateng. Untung dia updet story :)) https://t.co/6mAPW9DbOn",pos
"Kita harus bs menghadapi perubahan perubahan yang tak terduga, biar ga pusing gaiss cari uang kemanaa pas lagi ada musibah #milenialcerdasbogor @djikp",neg
"@taekookbase Gaberenti nyengir, ampe kering gigi gua",neg
"Pertama kalinya dalam 24 tahun, dijalan rumah gua ada yg pasang tenda buat nyanyi2 dangdutan. Sekalinya ada parah bgt, jam segini msh dangdutan dan suaranya gede pulak.",neg
"@collegemenfess alasan km daftar, ceritian diri sendiri, prioritas keluadga pacar teman kuliah organisasi, bisa pulang malem ga klo rapat dll, apa yg km tau ttg organisasi nya",neg
holy shit its actually called chicken noodle soup and that sounds hoseok af,neg
"@annisanorrahma Mewek juga aku pas liat videonya , pas bapaknya masuk rumah trus jatoh ga kuat berdiri 😭😭",neg
"Uwuuu baik bgt kan miminnya, makasih min🙏 #AdminVSMBagi2Emoney https://t.co/OsTKfmxMnu",pos
@seeyhuun itu rasanya kek bokeh gitu kan kalo gapake kacamata? wkwkw sebel :( bisa bete seharian aku kalo gapake kacamata/softlens,neg
@skincarefess ye babik malah rasis lo gamau gua jawab pertanyaan lo,neg
@pdxmvk aku jalur belakang boleh ga,neg
"pantes mamagram si elizabeth zenifer itu sering marah2 di igs, wong baru kemaren gw share tips berburu traveloka epicsale masih aja ada yg nanya caranya gimana? gabisa di komputer ya (padahal udah tulis bisa di PC). hotel XX diskon ga? yg kebetulan gw tulis tuh disitu sm harganya",neg
Kenapa aku kalo beli barang sering bgt dianter barangnya lama ga tau knp dah ah kzl bgt w,neg
"Temen-temen surabaya yang hari ini turun dan butuh bantuan medis bisa lihat disini ya! walaupun hari ini gabisa ikut bantu turun, bantunya via menyebarkan informasi duluu",pos
"Secara kuantitas tidur semalem tu masi kurang buat ngegantiin tidur yg kemaren2....... tp entah knp enak bgt bangun pagi ini gaterlalu ngantuk + lumayan seger :,)",pos
"@_taenery Pliss bingungg sayaa, memang benar kata org, kalo tambah dewasa tambah cakep :). This some for you. Wish me luck 💜 btw, thanks for GA 💜💜💜💜 https://t.co/QuTrJ8KCWQ",pos
anak tk melawan,neg
aku nahan2 ga jajan chatime karena uangku tinggal remahan eh malah kepake buat bayar belanjaan nyokap😇,neg
ada cinta dibalik demo,pos
@jayakabajay Berapa kali sodaranya?? Gua gak itung,neg
"call me atheist, najis, apapun itu, tp gua beneran ........sangat meragukan eksistensi tuhan at this point. apalagi yang katanya ""tuhan punya waktu dan rencananya sendiri.""\n\nbanyak alesannya, tp jujur, gua gatau gimana ngungkapinnya. https://t.co/KYiflsnq6s",pos
ga nyambung tp ternyata anak ormek to makane banyak yg ga sreg hmm,pos
"Sama seperti kalian. Bisa jadi mereka punya ibu/ayah yg mnunggu kepulangan mereka di rumah. Atau parahnya punya istri dan anak yg perlu dinafkahi, pula sdg merindu mereka. Gusti Allah mboten sare, tinggal ditunggu jadwal kalian",neg
@askmenfess please ya rahimnya jangan anget dulu dong ga sensitif bgt sih hhhhhh,neg
Lucu banget deh aaaaa,pos
@inarchm Ngeri ga kalo beneran gitu,neg
@Mizaaan3 @Moohd_Ilham Goblok lu X\nPolisi lu ✓\nDPR lu ✓,neg
"Actually kenapa anak2 STM/SMA ini ikut demo? Krn mereka sdg meniru kakak2nya. Lalu kenapa mereka ngeroyok polisi sana sini? Pastinya karena mrk juga sedang meniru. Anak2 ini sedang dlm masa bertumbuh dan mereplika. Sbg org dewasa jadilah contoh yg baik ya kaka2, bapak2, ibu2 😚",pos
"@mr_gyuki If they said..\n\n""Ini nih mobil dinas hasil pajak ortu gua, dan lu pada masi pro pemerintah sahin RUU ngaco?? Cobain aja sendiri."" \n\nAnd Bang Boon sounds up~",pos
@ATEEZofficial GA TAU GA LIAT,neg
"Kenapa sih hoax hoax begini yg rt banyak bgt anjir. Kalo lo lagi ga ada di tkp ga usah ngetweet ""dapet info dr temen"" apalah itu",pos
Gue paling ngeri ngeliat foto korban yang ga disensor :( ga kuat liatnya kasian korbannya :(,neg
@PecanduSocmed sukses #PercayakanPadaJokowi,pos
"""Saya mau lihat sejauh mana luka yang mereka derita. Karena saya dengar juga banyak\nkorban dari pihak keamanan. Dari lemparan batu dan bentrokan yang terjadi tadi malam,""\ntuturnya Bamsoet\n#RusuhTidakKeren",neg
"""Saya mau lihat sejauh mana luka yang mereka derita. Karena saya dengar juga banyak\nkorban dari pihak keamanan. Dari lemparan batu dan bentrokan yang terjadi tadi malam,""\ntuturnya Bamsoet\n#RusuhTidakKeren",neg
"Presma upi gadapet screentime pada aksi hari ini, padahal manis u.u",pos
Ga bisa kebayang gimana aku kalo jadi salsa https://t.co/zP9PvErSVh,neg
@CatatanTj indah banget #festivalpesonaselatlembeh\n#temanjuara,pos
miss chungha. the woman I’d die for,neg
pasang ava korea ntar kalo indo udah sehat deh https://t.co/oHb8HfnD8c,pos
Belum jadian 😡😡😡😡😡@cixtape https://t.co/I8no7SadoJ,neg
"""Jangan berzinah"" perintah Allah nomor 8. Berani sekali bapak menarik kesimpulan seperti ini.",pos
